,5,10,20,30,Mean
HadCM3L,0.22248240231433766,0.40729713217079594,0.39746360982557355,0.38222138378836296,0.3523661320247675
Ensemble mean,0.22248240231433766,0.40729713217079594,0.39746360982557355,0.38222138378836296,0.3523661320247675
Mean of model results,0.22248240231433766,0.40729713217079594,0.39746360982557355,0.38222138378836296,0.3523661320247675
