,5,10,20,30,Mean
MPIESM12,0.22016346068069353,0.23675654995948056,0.2447893882695749,0.25065483560599694,0.23809105862893648
Ensemble mean,0.22016346068069353,0.23675654995948056,0.2447893882695749,0.25065483560599694,0.23809105862893648
Mean of model results,0.22016346068069353,0.23675654995948056,0.2447893882695749,0.25065483560599694,0.23809105862893648
